Tenure,MonthlyCharges,TotalContacts,ContractType,SupportTickets,Churn
6,73.94970858819805,6,1,5,1
24,62.50247303311034,0,1,2,0
32,98.86961201572515,0,2,0,0
54,140.95831807085403,0,0,1,1
57,128.80061826980108,1,1,3,0
6,149.41286939531858,0,1,0,1
56,22.93391581630902,3,0,1,0
11,34.671558812659086,9,2,2,0
15,99.23080923766086,8,1,5,1
42,126.67493711340046,3,2,3,0
6,57.081764499879654,3,1,3,0
50,51.097441444448435,6,1,0,0
31,122.30685391955612,8,0,5,1
7,27.329641000920105,6,0,3,1
71,68.01974418573607,0,2,1,0
44,85.75519893700287,0,1,4,0
58,92.84532766554204,3,2,2,0
3,114.719970383061,3,0,0,1
66,66.12994404598557,0,0,5,1
28,99.64896480769893,5,0,4,1
28,96.09880496282432,9,0,4,1
27,91.19009308498713,1,0,0,1
43,103.26282810848758,4,2,1,0
3,53.72839223884992,7,2,5,1
8,31.004337966001767,2,0,2,1
4,35.50531736516665,8,1,0,0
55,49.195709745007136,6,1,5,0
49,85.02573161796208,8,1,4,0
14,129.2575575709826,0,1,4,1
31,111.16813447148994,4,1,0,0
27,122.57527854626613,2,0,5,1
21,65.62683111039189,3,2,4,0
16,72.60498641431153,3,0,0,1
58,71.17864517877968,6,1,0,0
70,44.943513972585194,9,1,2,0
56,27.958165558664362,7,2,0,0
25,96.81909206753949,9,0,5,1
24,148.5981688446762,4,2,5,1
9,41.68786164353417,9,1,4,0
44,26.069026586905586,6,1,3,0
10,121.33911863711128,2,2,2,1
52,52.83618086901414,2,1,5,0
71,127.85369469588069,2,0,4,1
67,111.51176671448701,3,1,4,0
27,142.9375598166046,5,1,2,1
64,73.16054064836736,4,0,2,0
48,106.05607912858244,7,1,4,0
46,80.43112150572519,4,2,3,0
51,101.97653065011066,4,2,1,0
53,78.44785778100585,9,1,4,0
59,44.52219203512973,1,0,2,0
56,86.02666408043952,4,0,0,0
46,88.7159461868675,6,2,0,0
30,125.37850027382093,1,1,2,0
45,115.61769175316556,5,0,2,1
25,106.29291111238773,6,0,1,1
4,34.74032242183443,4,2,5,1
51,113.68011778628295,8,2,2,0
53,85.03967032608692,3,0,0,0
32,136.2329396938007,9,2,3,1
49,139.58322143697058,0,0,2,1
37,27.17035677823211,7,1,1,0
26,126.68340284608225,7,2,3,1
14,24.900660754947182,6,2,1,0
60,67.73205134035294,7,1,3,0
20,90.49899683074028,1,0,2,1
45,39.253103821526565,2,0,0,0
68,117.02079563397999,8,2,3,0
5,21.086111542378013,0,0,4,1
37,41.917876296424794,7,0,5,1
61,95.50358788095184,7,1,1,0
61,112.87038306484801,6,1,3,0
45,139.1636033502091,4,1,1,0
12,111.7145647515011,3,2,0,0
2,107.33130513313257,9,1,1,0
5,71.26434902558637,9,1,1,0
7,20.166975318484184,9,0,4,1
43,35.62070363563085,9,1,1,0
32,89.49209081828509,5,2,3,0
49,107.76688515977456,0,1,1,0
10,74.26827690654012,4,2,2,0
27,114.98827149869072,3,0,1,1
69,87.84209839318324,3,0,2,0
40,29.642905427260587,6,1,5,0
15,44.96211262583335,8,0,1,1
67,129.1997690217126,7,1,5,0
47,114.23865706117714,7,0,1,1
55,136.31905831162436,4,2,3,0
63,35.28244238572175,5,0,2,0
58,148.7289294999596,1,1,5,1
61,47.222872813491364,2,1,5,0
10,21.53138391726346,4,1,2,0
17,149.66498207696205,1,2,4,1
18,56.53960510786471,2,0,1,1
54,106.84252882663279,3,1,1,0
25,42.968700842919674,5,2,3,0
5,95.42970918588843,4,2,4,1
3,137.52454823909272,9,2,4,1
28,61.623551765697016,3,0,3,1
58,107.1330168857667,1,0,5,1
16,44.42746654379415,4,0,2,1
42,101.22340183343428,4,2,5,0
65,63.73854573627632,6,0,0,0
33,47.45707361643372,0,1,3,0
7,60.71366659147257,3,2,2,0
12,43.24933890601392,4,0,5,1
7,137.24909401892478,7,2,5,1
64,71.63429522122675,7,2,4,0
42,51.886309646667755,0,0,3,0
38,78.29301933207128,4,2,0,0
58,61.66970168484442,9,0,1,0
43,116.77450299573238,0,0,3,1
8,146.25858854511426,0,0,0,1
36,76.94437537069409,1,2,0,0
35,131.93434199639125,1,2,3,0
27,93.56219956275054,8,0,2,1
41,40.44063646225035,3,2,3,0
42,109.78095647057441,2,0,5,1
41,86.74648462635662,0,1,4,0
65,104.57884802277344,1,2,5,0
54,135.65936363431643,5,2,0,0
71,77.25649418528599,8,1,0,0
47,137.15309101825625,4,1,1,0
21,117.58697185661514,3,1,0,0
26,83.51864036413802,4,0,1,1
66,98.41887763553528,8,0,0,0
12,62.32554722747149,6,1,0,0
44,147.86764896604063,7,0,3,1
9,106.75565119655148,3,2,3,1
8,25.700090824561887,7,1,4,0
53,62.46084774724114,5,2,5,0
26,101.03087638867747,4,0,2,1
33,27.323326113901174,6,1,4,0
0,23.10494487148856,5,0,0,0
31,78.50315113861433,2,2,4,0
70,63.2497233600471,4,0,3,0
66,76.97881904431156,8,2,5,0
19,54.150130284400674,6,0,0,0
34,41.413307102587524,3,2,0,0
16,109.5886364074439,6,0,4,1
17,86.89424511481407,4,1,5,1
44,46.020047462417686,1,1,1,0
52,61.54662541379978,5,0,2,0
67,96.93502799623236,6,2,5,0
64,29.38981527542212,7,0,4,0
0,39.16889120460334,5,1,4,0
57,29.521928533960715,7,2,2,0
25,125.60125325283545,6,0,0,1
19,117.8132003175612,1,0,0,1
9,117.93068114430342,5,2,1,0
58,113.12229465188365,8,0,4,1
40,107.020105077083,5,1,2,0
4,82.00894899916275,3,1,4,1
64,103.49616125592495,6,2,3,0
16,24.987002122436706,2,0,4,1
21,100.790374945382,4,0,4,1
40,121.12410171979404,0,1,3,0
67,85.04658684997072,9,2,3,0
68,66.4767326955408,2,2,2,0
10,56.06547552412729,7,2,0,0
55,103.56426652107072,8,1,1,0
50,110.06415582188814,8,1,3,0
20,133.22578798213056,9,2,0,0
25,64.50343071992879,1,2,2,0
18,120.07039996012612,3,0,5,1
59,92.97625714461392,4,0,4,1
70,134.7687437881503,2,2,2,0
46,88.6155740784307,0,1,2,0
70,87.29187769173573,5,1,3,0
25,95.12402058731818,9,0,1,1
39,117.41099616851648,1,2,3,0
4,145.40976224769992,8,1,4,1
20,29.563236048049536,0,1,3,0
3,26.946498310832233,8,1,4,0
22,141.881543862954,6,1,3,1
14,88.8838313173668,9,0,5,1
7,99.93739189370169,1,1,1,0
40,82.71506820731474,5,1,5,0
18,32.17546883897168,7,2,0,0
45,119.85161919442665,1,2,1,0
27,117.1392038615163,4,0,3,1
67,60.521431794065556,5,0,2,0
14,59.81110187969205,2,0,0,1
36,128.9193795177174,1,0,2,1
0,29.40644350637246,5,1,5,1
66,134.54366928635358,2,2,1,0
23,53.366019686468874,1,1,0,0
26,97.08801720821421,0,1,5,1
39,141.6792432702311,7,1,3,0
62,108.15592519976404,0,2,2,0
60,73.87587562071477,4,0,3,0
35,109.63944715770397,5,0,4,1
23,64.71735272112812,2,2,0,0
23,56.0435941253942,6,2,2,0
3,149.56882613150836,1,0,1,1
66,117.6027300533724,6,1,1,0
33,103.8135970596363,1,0,1,1
56,66.18765361851143,4,2,5,0
48,26.390907790156263,6,0,1,0
52,24.03739388457023,2,0,2,0
22,92.04356320834384,3,0,5,1
68,119.06425373507663,0,2,4,0
52,89.85929475770116,2,2,1,0
61,129.30205935208488,8,0,1,0
40,24.345449302118812,9,0,5,1
56,67.67776993537221,4,1,1,0
59,50.81915085264315,7,1,4,0
53,78.14548586042586,1,0,5,1
69,29.408931115235923,2,2,5,0
56,144.03711340423945,6,1,0,0
9,49.02320213901692,9,0,5,1
39,139.90001081286601,3,1,1,0
6,75.36611015476863,8,1,5,1
37,148.11813732317833,6,1,1,0
60,92.0275898498274,0,2,1,0
2,141.00827234285498,3,0,5,1
50,20.69536853024897,9,2,0,0
46,117.27104480351701,5,2,1,0
67,137.396584903327,5,1,0,0
37,38.16367370726403,9,0,0,0
35,32.49636072517969,5,1,5,0
40,75.19443893417423,4,2,3,0
68,141.37825779728155,2,2,3,0
12,90.51025282475703,1,0,1,1
57,88.56934028382518,2,2,2,0
49,38.34639537891184,8,2,3,0
29,20.102636442118442,2,0,5,1
61,125.31821179690996,2,1,5,0
24,31.384693188210967,0,0,3,1
26,102.40047643559211,1,2,2,0
50,138.9001390869749,2,0,4,1
56,47.12474871059603,1,1,1,0
46,106.4854687107984,7,2,4,0
38,30.23081497197623,5,1,4,0
15,98.48816869888968,6,1,0,0
21,41.31112372391635,0,0,0,0
53,115.67396286697314,5,1,1,0
20,59.160068323208066,1,0,2,1
71,80.24083114460402,5,0,0,0
15,97.92597046359082,2,1,3,1
58,42.26554338661114,6,0,1,0
30,116.41291642029071,2,0,5,1
41,59.34324428278589,8,1,4,0
31,106.10834178865795,2,2,1,0
58,40.576796590918576,6,0,5,0
33,109.45529569682553,3,0,5,1
8,36.66444946536002,7,1,0,0
10,75.29634451509787,1,0,5,1
9,52.136789586053986,7,1,2,0
16,117.28878242566374,8,2,5,1
67,54.06455058589369,7,2,5,0
47,134.6232498314015,5,1,4,0
51,135.93662748285965,9,2,2,0
24,45.53737097896216,0,1,1,0
20,99.79997285100416,6,0,2,1
64,31.40329342359536,0,2,2,0
62,70.89982294821179,6,0,1,0
50,112.7318248351654,1,0,4,1
35,105.72502209048912,7,1,5,1
65,101.21108702285903,1,2,2,0
14,56.730312276117665,2,2,2,0
38,69.14324342647225,2,0,1,0
69,33.382998811037204,0,0,3,0
0,113.47296665636813,4,1,2,1
22,85.50554358286556,4,2,0,0
38,112.1395322049351,9,1,5,1
56,52.362658223593456,4,1,5,0
33,62.17696972255861,8,1,4,0
40,63.447993843814906,5,2,2,0
12,23.346513267138107,5,1,1,0
69,64.33622346798106,2,2,0,0
5,124.42959455734436,4,1,1,1
51,136.648804447466,9,0,2,1
2,87.36838103267057,6,1,0,0
62,79.21522037849863,2,1,4,0
48,24.007200430918132,1,2,4,0
46,134.29656388609976,4,0,4,1
54,21.691327745363452,2,0,3,0
63,142.81751042732753,4,2,1,0
64,83.5981123294518,8,2,2,0
66,64.45148416471446,9,0,0,0
14,140.1483965295458,0,2,5,1
31,23.170829104312574,3,0,5,1
67,95.58523633298132,9,1,1,0
17,91.36122818491388,4,1,2,0
42,48.51165215747967,1,0,3,0
34,75.75536607552738,1,0,2,1
57,104.79432077269013,0,1,1,0
32,114.52705559465058,7,1,2,0
13,20.093191631855372,1,0,5,1
33,141.79094591183198,2,2,5,1
60,41.38829841106561,1,2,0,0
3,50.3654564489067,3,0,3,1
58,54.25154794020027,0,2,5,0
28,24.91661775176459,2,1,0,0
5,35.99677606674224,4,1,3,0
48,148.22548998274107,9,2,5,1
39,60.97817585904719,0,0,3,1
64,34.98914174407641,3,1,2,0
68,33.90886395270103,5,1,0,0
26,113.52979579709634,3,1,3,0
5,131.0939263242433,6,2,3,1
12,53.40379893610108,6,0,2,1
63,22.718236603580547,5,2,5,0
61,49.00170239789625,8,0,5,0
18,27.347039803578454,1,0,1,0
42,33.4413417619054,9,2,1,0
19,76.09605558019351,7,1,5,1
67,49.889388212012236,7,0,4,0
43,87.07296420830504,9,2,4,0
22,52.954187923434745,3,1,3,0
1,142.2698491433832,5,0,5,1
21,137.77271583041437,5,0,1,1
56,93.68479365136058,4,1,3,0
71,66.0751189583602,0,0,0,0
6,69.54909466451562,2,2,1,0
55,73.5407968087846,6,0,1,0
66,114.58531187754272,7,0,1,0
15,78.71306941744893,1,1,4,1
50,131.37489304576667,2,2,2,0
71,142.73232217094738,3,1,2,0
11,63.6729999392614,4,2,4,0
52,92.89028257883841,2,1,5,0
4,32.35734978823338,4,0,5,1
26,46.06097620962667,7,2,4,0
11,73.75054967232082,7,2,4,1
16,46.80635306723125,1,0,5,1
5,133.95286380253327,5,1,2,1
4,40.57721328768275,3,2,3,0
56,79.23590680190196,8,0,4,1
27,98.74090125978384,9,0,3,1
68,109.94230806090978,1,2,3,0
58,69.79901806444587,7,2,0,0
32,132.9828789342147,0,2,2,0
61,93.88148964013031,5,0,3,1
49,77.13601145818174,9,1,2,0
18,28.741282426764762,0,1,2,0
68,80.40963089787145,1,2,0,0
65,126.69565930604493,2,0,5,1
46,99.89033236877101,8,0,2,1
38,128.18111898478537,4,2,3,0
67,84.22151717790973,9,0,5,1
32,35.40002166228264,9,0,5,1
12,21.77317995866454,1,0,1,0
53,59.418541073416854,9,2,3,0
6,110.73876129471302,4,2,3,1
13,122.7337875124202,4,2,2,1
18,58.44786850064283,0,1,3,0
53,84.43500971482213,2,1,1,0
19,74.74545757643061,4,2,2,0
28,73.36796196568562,8,0,4,1
23,50.07533271601956,9,0,3,1
62,37.72824365382959,0,2,3,0
56,45.569512570057704,7,0,0,0
7,27.193210331234994,0,0,4,1
61,45.75699643706501,8,1,4,0
28,21.19611669129933,5,0,1,0
16,101.54359208267718,0,0,4,1
65,61.12880296039877,7,2,0,0
5,146.50881248549814,4,1,1,1
57,45.183216600918726,6,1,4,0
68,64.9577141402472,6,0,1,0
27,66.51935062339932,6,2,4,0
61,21.09869448811987,5,1,4,0
40,129.09703389512967,7,1,5,1
68,24.159279818762215,8,0,4,0
40,142.22337851480137,1,1,3,0
48,135.9696656421707,6,2,4,0
48,89.61784909117526,1,2,3,0
70,90.66742473846797,5,1,2,0
2,104.99112998430033,1,2,5,1
9,70.31650155153531,9,2,0,0
34,104.1388968417212,5,0,1,1
1,25.819890529503294,1,1,1,0
23,27.026191555464454,0,1,2,0
37,79.43995455054076,6,0,4,1
21,91.45089914378454,2,0,0,1
25,135.41629324365647,3,0,2,1
42,33.60588240802652,5,0,2,0
54,126.94423053520562,4,2,1,0
38,47.30615384796904,3,2,3,0
28,71.23087430630414,8,0,3,1
19,61.15831652756368,5,1,4,0
40,72.02018547250186,5,1,4,0
53,39.564414749436125,1,1,2,0
19,85.46410967246214,5,0,4,1
18,124.21353667807774,6,2,3,1
65,77.39942134925661,7,2,0,0
29,83.77976486676587,7,2,1,0
52,130.33978608657085,8,2,3,0
33,111.78755490294401,9,1,5,1
21,83.75907310757202,2,1,4,0
66,53.50043426459336,9,2,1,0
5,135.04047708984567,6,0,5,1
26,95.01265221977259,6,2,1,0
9,48.74918931439014,0,2,2,0
47,54.98556784294134,7,0,4,1
69,124.40730156171198,3,2,2,0
58,25.73892307136921,4,1,1,0
58,148.97198431374662,5,0,2,1
1,36.94571836292293,2,0,4,1
28,123.48890830160187,4,2,3,1
67,71.32079118031876,9,1,0,0
64,83.9881038273707,4,1,5,0
25,134.48457507039512,0,1,3,1
9,73.67845464659771,2,2,1,0
52,89.87418797752048,2,2,3,0
58,26.40895611319209,0,1,2,0
21,20.305171602768908,6,2,4,0
50,51.823983490224364,0,1,3,0
47,108.47580207943975,6,2,3,0
20,35.76443613668777,3,0,4,1
21,34.789054644591424,8,0,2,1
29,73.42487904466742,6,2,0,0
24,104.21881501906944,4,2,3,0
27,112.56935899223096,6,1,5,1
64,43.19858763278872,8,0,1,0
44,30.34645915836552,9,1,2,0
67,142.25161441292073,5,2,2,0
6,53.88662973307323,0,1,3,0
48,130.9350446891341,5,1,5,1
8,132.2538885601664,0,2,4,1
35,120.42793692913078,3,0,3,1
0,41.94836886483411,7,1,3,0
9,126.83418970304605,4,2,4,1
35,120.00257270140627,4,1,1,0
45,97.57398871380822,9,2,4,0
31,63.83626457196386,7,2,3,0
31,54.12611855465073,7,2,0,0
5,35.845597570446664,0,0,4,1
47,86.26841869711329,4,0,1,0
37,96.08391381628005,4,2,4,0
16,66.71406876705234,7,0,4,1
26,81.79667879851291,0,1,2,0
53,67.25687945800468,6,0,2,0
49,103.33078745169117,6,0,3,1
34,137.16369701355325,8,1,3,1
24,41.30963406610283,1,1,4,0
27,69.58314528740604,2,1,0,0
14,38.312918513611976,3,2,5,0
3,101.24269015301816,0,1,3,1
26,114.75316623351745,6,1,4,1
25,141.14865523766926,9,1,4,1
18,56.25335041392544,2,2,5,0
16,143.52745676250592,2,0,4,1
42,28.22414733668772,2,2,5,0
40,98.39180223739646,7,0,5,1
41,27.427253514632895,8,1,4,0
49,136.19064440905282,9,2,4,0
39,88.87517741910703,1,2,2,0
38,107.01528559916349,9,0,5,1
22,128.10461036835883,9,2,1,0
51,39.54038092291594,0,2,5,0
46,25.0169030519574,8,0,1,0
62,134.25454896867078,5,2,4,0
68,60.941319569661225,8,2,3,0
42,36.76725803053148,5,1,0,0
47,80.89996082132126,1,1,4,0
33,97.77978984048244,0,1,0,0
39,24.026178444926316,7,1,2,0
60,55.7364355734214,2,1,1,0
49,24.263983655996483,0,2,2,0
66,74.64360059541487,7,2,3,0
61,136.36300377861176,0,1,3,0
57,147.744813494164,7,0,5,1
32,102.81618195547158,0,1,4,0
15,41.012900191996934,8,2,5,0
47,137.76042069990973,8,0,3,1
9,87.11221701600786,8,1,3,1
37,39.98741057337935,2,0,5,1
18,139.82446702871596,3,1,2,1
35,118.47097659400339,4,2,0,0
58,115.12168545400971,5,1,1,0
62,112.1934914932726,8,0,3,1
45,46.0441767425375,3,2,5,0
2,47.430869921978385,5,1,3,0
64,109.47808979554316,0,1,2,0
7,48.56395751435159,1,1,1,0
50,77.02732058439635,7,1,2,0
5,121.66023732721239,3,2,0,0
38,121.91382735271932,9,2,2,0
59,78.92403042836176,6,1,1,0
27,122.98469197578186,3,2,1,0
53,129.02083350574736,8,0,3,1
36,105.12084766695384,8,2,0,0
8,49.69536080009462,3,0,4,1
55,55.621531450121175,7,0,3,0
58,60.9293502031356,5,2,5,0
1,35.18453400541376,0,1,2,0
60,55.510750648092866,6,2,2,0
57,47.23749916062917,0,0,1,0
59,79.19273747511828,2,0,5,1
39,138.09688122339446,7,2,1,0
35,33.58244117801455,8,0,5,1
36,113.63483011316143,2,2,1,0
17,109.3467905737066,0,2,4,1
62,32.448045826236495,0,1,4,0
21,139.934412637754,6,0,3,1
10,93.90138628038655,4,2,4,1
57,67.28431774763895,0,0,5,1
56,118.35001585438987,5,2,1,0
3,53.457509592212425,5,2,5,1
6,110.15627881602165,3,1,3,1
60,25.162456984392136,6,2,3,0
53,129.12304488920535,6,1,0,0
67,78.26221011277141,8,0,4,0
0,102.77007886653243,0,1,2,1
54,48.76091657486887,4,1,2,0
2,108.01958264559823,9,0,0,1
37,120.39123586612595,2,1,1,0
0,81.51771429497182,6,1,0,0
37,100.30450012803325,3,2,1,0
28,79.32237009691181,3,1,4,0
4,136.2318780035199,0,2,4,1
20,84.7229934668615,0,1,3,0
70,129.43513217374647,9,0,3,1
66,124.17576757513231,1,0,3,1
46,73.36562677528636,1,1,3,0
34,49.910983941471756,0,2,2,0
67,72.79067723277024,7,1,3,0
68,127.40825885077862,5,2,3,0
0,49.592229656521006,5,1,3,0
67,88.17672496150742,9,0,1,0
11,124.79257723489717,9,0,5,1
59,65.95207176668924,8,2,3,0
26,103.48725281035067,4,1,0,0
55,51.93210462634589,3,2,3,0
22,34.20632789786079,5,0,3,1
24,123.26994926207132,7,2,2,0
20,32.86592104313189,0,1,5,0
60,55.27958136034599,6,2,3,0
62,131.16422485966723,7,1,5,0
51,65.04100732022673,8,1,1,0
24,146.49589543684095,7,0,4,1
54,147.36546352060176,6,1,5,1
45,54.87588265896237,2,1,5,0
31,25.32716889248576,1,1,3,0
54,111.65822694669929,2,2,3,0
4,78.6282453442847,3,0,3,1
35,33.09786971474492,3,2,2,0
48,111.97796646714556,5,2,4,0
57,24.05273818454976,6,0,2,0
38,133.12556976399148,3,2,2,0
60,38.02482878472948,9,2,2,0
8,36.55054423707425,5,1,1,0
5,42.83739873591599,8,2,4,0
34,144.83462660396864,5,0,1,1
38,110.11201683299998,2,2,1,0
21,124.17829961027277,0,1,4,1
40,71.69254814525789,9,2,1,0
4,63.720654575644225,9,0,4,1
41,50.48292088181209,4,1,5,0
66,82.48424368061316,9,2,5,0
29,91.7377353594419,9,0,3,1
56,102.1307296748582,2,0,2,1
28,53.425405519830285,7,2,5,0
36,143.32503051738877,9,2,5,1
12,42.06860476692766,0,1,1,0
31,145.5349127196336,1,2,4,1
45,21.931295925975494,2,1,0,0
22,82.54633993618992,2,2,1,0
44,63.33781895515316,7,0,1,0
16,78.3860438109326,4,0,4,1
65,94.18639526750258,7,0,0,0
5,76.62659054165218,5,0,0,1
17,73.93009053920734,1,1,3,0
21,115.25404400372985,3,0,1,1
32,109.1639157612404,8,1,2,0
29,128.3252666646602,3,1,5,1
31,52.49466756113442,4,1,1,0
41,99.23870626802827,4,2,2,0
9,96.075322101071,9,1,2,0
35,68.06591541344955,7,2,4,0
33,83.18748044734852,5,1,1,0
27,60.79167862974474,9,2,4,0
10,38.439771690208076,6,2,3,0
38,47.79415738615527,5,0,2,0
46,33.71677403215614,4,1,0,0
18,108.79904477471614,4,2,2,0
14,105.89456110418969,2,0,3,1
27,143.57882830538347,6,1,2,1
23,114.85819377414137,9,0,4,1
71,26.765959038297087,4,2,1,0
8,134.95187261076404,6,0,0,1
46,132.14777118294435,1,0,4,1
32,77.63164170045083,8,1,5,0
61,96.1621965686298,7,2,1,0
18,146.89018322142744,4,1,0,0
66,89.19956730026162,1,1,3,0
39,137.69183768889167,5,0,2,1
46,30.795038515324237,7,2,0,0
64,44.83674293212877,6,1,5,0
28,77.29814264737132,7,2,3,0
49,96.01838508384961,3,1,1,0
12,126.10962074216403,2,0,0,1
0,148.4740749686143,6,1,3,1
33,70.55069454163514,1,1,1,0
47,26.16403269821104,4,1,4,0
47,124.15229542839222,6,2,2,0
48,98.56949348076505,0,0,3,1
63,45.810571652866216,3,2,4,0
60,84.32769936078462,1,1,5,0
28,116.50033191938417,5,0,5,1
38,120.1535323189237,0,2,1,0
25,84.95039355983906,6,1,0,0
16,59.677888916751684,2,0,2,1
70,146.58653566500416,0,0,1,0
12,106.23713942434406,7,1,3,1
68,73.07087751501882,6,0,2,0
25,56.460219146604814,1,0,4,1
48,115.04338779046307,6,2,2,0
66,51.4838479271898,2,0,4,0
6,42.32229856657946,8,2,1,0
57,88.87840556506914,7,2,0,0
48,57.698361043738444,4,2,5,0
52,101.75766884006995,6,2,2,0
64,35.33202773365035,2,0,0,0
61,105.1423435937518,0,0,0,0
16,56.82854863970129,0,2,5,0
42,20.031581476486654,1,0,2,0
24,36.50168749764293,7,2,2,0
2,141.36999911856225,0,2,0,1
28,132.7561030849965,4,2,3,1
31,50.369174164710785,8,1,3,0
25,121.18834759091386,8,0,2,1
15,99.11430711261666,1,0,0,1
24,146.21761248848304,6,2,0,0
53,68.5687357394277,0,0,1,0
27,108.58987962723226,2,2,0,0
55,28.259643915109415,5,0,5,0
64,71.51215508613276,8,2,3,0
40,145.29629595446346,9,2,1,0
50,90.06751367851567,1,1,5,0
70,57.4243354335298,6,2,3,0
28,35.63522520671889,3,1,5,0
18,111.45868422359895,1,0,4,1
65,103.83128564586448,2,0,2,0
40,68.6120327684907,5,1,4,0
44,143.62237574255846,9,0,2,1
14,22.88636568842054,8,1,3,0
2,59.484100712137355,7,0,3,1
10,139.73903321894556,9,1,4,1
52,61.72160698152725,8,1,5,0
45,52.79286840117215,3,2,2,0
29,89.44865329106214,3,0,2,1
56,127.09422748966993,8,2,1,0
17,33.409078914186935,7,1,0,0
50,142.5926922539457,1,2,5,1
47,123.35947455355132,7,1,5,1
65,43.562533221701756,0,0,1,0
7,112.56103495576114,8,0,3,1
21,70.04463394288243,8,0,4,1
5,72.29830814992144,7,1,5,1
56,121.82771201705263,4,2,2,0
35,145.1620250374952,4,0,1,1
56,36.46526347013521,2,1,4,0
48,74.68193079424651,4,2,4,0
44,82.52240905095945,3,1,5,0
65,68.9205362041497,0,1,0,0
44,67.21458608310925,8,0,2,0
19,26.79492678300755,9,1,4,0
63,109.12002067314103,3,1,2,0
66,76.7078742256059,2,2,5,0
2,45.32319434371048,5,0,1,1
53,126.08435529926889,0,1,4,0
63,124.33289725971163,4,1,5,0
39,83.2309116515562,6,2,4,0
58,58.79858594920887,1,1,1,0
54,102.95205435353881,9,1,2,0
61,57.459777651062396,8,1,2,0
3,50.681030942082565,5,1,4,0
59,114.96690502342247,1,1,5,0
29,25.24228116372359,7,2,1,0
1,32.319901234497216,7,1,3,0
61,20.882462623066672,0,1,2,0
48,39.8826142418054,0,1,3,0
8,28.96870113235973,0,1,4,0
30,149.4543078113894,3,0,3,1
60,57.54529609403165,3,0,5,1
47,39.404841647002144,7,0,5,1
24,51.32951353946933,0,0,3,1
35,141.6963243002175,9,2,5,1
7,87.62082899317144,2,0,2,1
57,67.4263525200214,0,2,4,0
44,133.54088952819853,8,0,3,1
61,71.34873517137422,9,2,2,0
38,63.551114094500456,8,0,3,1
57,46.946727931465624,6,1,2,0
63,69.1135871082235,7,0,5,1
43,61.16896628220038,0,0,5,1
28,108.04951470875834,4,0,4,1
58,57.645751607194526,1,1,5,0
70,95.035967034933,0,2,1,0
8,28.56598145415645,2,2,2,0
5,44.867590370546864,6,1,2,0
28,72.96268530947535,0,0,3,1
57,141.8034030081304,1,0,4,1
16,69.0427581430404,1,0,0,1
15,106.32963575597843,3,2,5,1
2,53.16133891478176,2,2,0,0
20,36.514364876520126,2,1,1,0
63,27.609758010406516,9,1,4,0
35,59.703754810557676,4,2,2,0
61,40.49593348359804,2,0,0,0
41,42.62135824209615,6,0,1,0
41,118.89871009030351,4,0,4,1
60,22.058949222833647,3,0,1,0
12,92.51531634560648,2,1,5,1
10,69.32997947715043,3,1,0,0
53,85.85149998811114,1,2,3,0
15,93.16793083789838,0,1,3,0
7,60.73780027944616,2,0,4,1
58,58.36415182395709,1,2,1,0
56,115.34224041353774,0,1,2,0
39,133.26600845575044,0,1,0,0
58,45.03561221960862,1,1,3,0
1,32.69043886956936,8,1,3,0
9,136.71345483096337,4,1,1,1
43,65.48641027416183,8,0,3,1
10,91.67126078616585,7,0,1,1
1,66.74060878760045,5,0,0,1
49,36.35430372498667,0,1,1,0
11,96.61311384320464,9,2,3,1
22,88.26831073005185,4,0,1,1
17,46.38916269485564,0,0,3,1
61,78.74297580479612,6,1,5,0
61,123.60317552203396,9,2,4,0
37,96.75539340402588,7,0,3,1
66,32.599252518709335,7,0,3,0
37,91.24279463978756,6,2,3,0
66,111.35597890764629,1,1,4,0
60,123.05144275149767,4,2,5,0
0,101.78528522245468,3,1,2,1
44,39.84556139030188,4,0,3,0
27,112.32252465672089,9,2,2,0
20,108.05443999059713,8,2,0,0
12,23.175494782282318,3,0,5,1
26,73.52719678673162,7,0,1,1
6,63.28353210510853,7,1,2,0
21,107.02356835297364,1,0,5,1
52,48.09765560041969,5,0,0,0
3,96.8133499866536,4,2,5,1
22,138.7167750358424,1,1,1,0
69,123.714308387119,9,0,3,1
32,139.78950570814897,3,2,3,1
27,147.2057757012497,6,0,3,1
7,21.38711651080116,0,0,4,1
0,100.95636592907208,8,0,4,1
36,73.66912170865783,9,0,4,1
62,131.78108374356583,0,1,4,0
21,52.73591126118712,4,2,0,0
69,147.5338335849599,6,2,5,0
20,99.78203604068715,7,0,0,1
34,123.15986228974802,1,2,3,0
4,31.12794186695988,3,0,1,1
59,43.84952501865246,1,2,4,0
45,118.59247749444641,3,1,5,0
49,22.85824786511207,5,1,1,0
47,126.19413816619176,5,2,0,0
5,21.81337242994849,1,0,4,1
55,105.42544907796554,3,0,0,0
58,67.46220963013477,3,0,0,0
28,99.49433085349588,0,0,2,1
70,110.48408290858478,1,1,5,0
17,64.52177849421955,2,0,0,1
1,34.03511825440862,4,0,3,1
7,29.053962807274534,7,0,0,0
53,96.56168293313122,5,0,4,1
37,87.6851959854345,2,1,3,0
47,116.48613118574723,5,2,0,0
26,86.26561630051182,6,2,3,0
19,74.91795270401428,5,0,0,1
11,71.75133317071001,9,0,5,1
42,23.43809733769677,5,2,3,0
60,63.622436220565426,0,1,1,0
30,146.88262047818426,2,1,2,0
